C3,C4,C5,C6,C7,C8,Pressure,C3_vap,C4_vap,C5_vap,C6_vap,C7_vap,C8_vap
0.3333,0.0000,0.0000,0.0000,0.3333,0.3334,19.9077,0.8501,0.0000,0.0000,0.0000,0.0941,0.0557
0.3333,0.0000,0.0000,0.0000,0.3333,0.3334,10.6773,0.9384,0.0000,0.0000,0.0000,0.0418,0.0198
0.3333,0.0000,0.0000,0.0000,0.3333,0.3334,5.9250,0.9722,0.0000,0.0000,0.0000,0.0200,0.0078
0.3333,0.0000,0.0000,0.0000,0.3333,0.3334,1.1103,0.9965,0.0000,0.0000,0.0000,0.0028,0.0007
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,13.9921,0.0000,0.5320,0.3013,0.1667,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,8.4410,0.0000,0.5815,0.2841,0.1344,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,5.9868,0.0000,0.6102,0.2725,0.1172,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,15.3371,0.0000,0.5217,0.3045,0.1738,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,13.0078,0.0000,0.5398,0.2988,0.1613,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,1.7548,0.0000,0.6936,0.2325,0.0738,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,15.8189,0.0000,0.5181,0.3056,0.1763,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,9.9704,0.0000,0.5663,0.2898,0.1439,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,3.5145,0.0000,0.6495,0.2549,0.0956,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,10.4160,0.0000,0.5621,0.2913,0.1466,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,6.2542,0.0000,0.6067,0.2740,0.1193,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,3.3291,0.0000,0.6532,0.2531,0.0937,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,8.5014,0.0000,0.5808,0.2844,0.1348,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,7.0101,0.0000,0.5974,0.2778,0.1248,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,19.0698,0.0000,0.4949,0.3120,0.1931,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,18.4786,0.0000,0.4990,0.3109,0.1901,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,1.8362,0.0000,0.6910,0.2339,0.0751,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,14.4847,0.0000,0.5282,0.3025,0.1693,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,1.6653,0.0000,0.6967,0.2309,0.0724,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,19.6718,0.0000,0.4908,0.3130,0.1962,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,7.5303,0.0000,0.5914,0.2803,0.1284,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,18.7249,0.0000,0.4973,0.3113,0.1913,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,1.9578,0.0000,0.6871,0.2360,0.0769,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,11.9381,0.0000,0.5487,0.2959,0.1554,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,10.4349,0.0000,0.5620,0.2913,0.1467,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,4.4868,0.0000,0.6322,0.2629,0.1049,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,3.9666,0.0000,0.6410,0.2589,0.1001,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,9.7582,0.0000,0.5683,0.2890,0.1427,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,3.8855,0.0000,0.6425,0.2582,0.0993,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,14.5481,0.0000,0.5277,0.3027,0.1696,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,18.0643,0.0000,0.5019,0.3101,0.1879,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,14.4635,0.0000,0.5283,0.3025,0.1692,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,1.4463,0.0000,0.7048,0.2264,0.0688,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,9.9063,0.0000,0.5669,0.2895,0.1436,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,16.2176,0.0000,0.5152,0.3064,0.1784,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,12.3733,0.0000,0.5450,0.2971,0.1578,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,1.3912,0.0000,0.7070,0.2252,0.0678,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,8.0043,0.0000,0.5861,0.2823,0.1315,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,11.7502,0.0000,0.5503,0.2954,0.1543,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,7.3907,0.0000,0.5930,0.2796,0.1274,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,12.3512,0.0000,0.5452,0.2971,0.1577,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,18.3784,0.0000,0.4997,0.3107,0.1895,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,17.7843,0.0000,0.5039,0.3096,0.1865,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,18.1270,0.0000,0.5015,0.3102,0.1882,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,10.5465,0.0000,0.5609,0.2917,0.1474,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,3.0253,0.0000,0.6596,0.2500,0.0904,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,2.3048,0.0000,0.6771,0.2412,0.0817,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,15.6422,0.0000,0.5194,0.3052,0.1754,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,5.3121,0.0000,0.6195,0.2685,0.1119,0.0000,0.0000
0.0000,0.3333,0.3333,0.3333,0.0000,0.0001,7.1042,0.0000,0.5963,0.2783,0.1254,0.0000,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,17.0178,0.0000,0.5452,0.3311,0.0000,0.1237,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,6.3628,0.0000,0.6438,0.2939,0.0000,0.0623,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,7.5993,0.0000,0.6292,0.3009,0.0000,0.0699,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,10.0444,0.0000,0.6040,0.3117,0.0000,0.0843,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,13.3826,0.0000,0.5743,0.3225,0.0000,0.1032,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,9.1833,0.0000,0.6124,0.3083,0.0000,0.0793,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,5.0955,0.0000,0.6607,0.2853,0.0000,0.0541,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,12.2978,0.0000,0.5835,0.3194,0.0000,0.0971,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,11.6214,0.0000,0.5895,0.3173,0.0000,0.0933,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,13.0728,0.0000,0.5769,0.3217,0.0000,0.1014,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,6.8366,0.0000,0.6380,0.2968,0.0000,0.0652,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,6.1923,0.0000,0.6459,0.2929,0.0000,0.0612,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,4.3329,0.0000,0.6722,0.2790,0.0000,0.0488,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,11.6484,0.0000,0.5892,0.3174,0.0000,0.0934,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,5.5663,0.0000,0.6541,0.2887,0.0000,0.0572,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,3.9898,0.0000,0.6778,0.2758,0.0000,0.0464,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,18.7042,0.0000,0.5324,0.3342,0.0000,0.1333,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,15.1140,0.0000,0.5601,0.3269,0.0000,0.1129,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,14.4778,0.0000,0.5653,0.3254,0.0000,0.1093,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,6.5926,0.0000,0.6409,0.2953,0.0000,0.0637,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,14.3278,0.0000,0.5665,0.3250,0.0000,0.1085,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,14.8064,0.0000,0.5626,0.3262,0.0000,0.1112,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,2.1970,0.0000,0.7147,0.2531,0.0000,0.0323,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,8.4086,0.0000,0.6204,0.3048,0.0000,0.0747,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,5.8893,0.0000,0.6498,0.2909,0.0000,0.0593,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,19.2360,0.0000,0.5284,0.3351,0.0000,0.1364,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,5.5508,0.0000,0.6543,0.2886,0.0000,0.0571,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,4.6810,0.0000,0.6668,0.2820,0.0000,0.0513,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,1.1890,0.0000,0.7469,0.2307,0.0000,0.0224,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,14.6008,0.0000,0.5643,0.3257,0.0000,0.1100,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,10.1499,0.0000,0.6030,0.3121,0.0000,0.0849,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,18.3275,0.0000,0.5352,0.3336,0.0000,0.1312,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,4.8928,0.0000,0.6636,0.2837,0.0000,0.0527,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,16.0432,0.0000,0.5528,0.3290,0.0000,0.1181,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,4.3821,0.0000,0.6714,0.2794,0.0000,0.0492,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,7.8994,0.0000,0.6259,0.3024,0.0000,0.0717,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,13.6170,0.0000,0.5723,0.3232,0.0000,0.1045,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,18.8193,0.0000,0.5315,0.3344,0.0000,0.1340,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,3.5915,0.0000,0.6848,0.2717,0.0000,0.0435,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,7.3477,0.0000,0.6320,0.2996,0.0000,0.0684,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,7.2768,0.0000,0.6328,0.2992,0.0000,0.0679,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,2.6656,0.0000,0.7034,0.2603,0.0000,0.0363,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,7.0609,0.0000,0.6353,0.2980,0.0000,0.0666,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,6.2893,0.0000,0.6447,0.2935,0.0000,0.0618,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,12.4868,0.0000,0.5819,0.3200,0.0000,0.0981,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,5.6555,0.0000,0.6529,0.2893,0.0000,0.0578,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,14.1231,0.0000,0.5682,0.3245,0.0000,0.1073,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,9.4887,0.0000,0.6094,0.3095,0.0000,0.0811,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,15.6286,0.0000,0.5561,0.3281,0.0000,0.1158,0.0000
0.0000,0.3333,0.3333,0.0000,0.3333,0.0001,6.3513,0.0000,0.6439,0.2939,0.0000,0.0622,0.0000
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,4.4214,0.0000,0.6926,0.2854,0.0000,0.0000,0.0220
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,18.5792,0.0000,0.5626,0.3488,0.0000,0.0000,0.0886
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,18.7335,0.0000,0.5614,0.3491,0.0000,0.0000,0.0895
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,9.9554,0.0000,0.6315,0.3221,0.0000,0.0000,0.0464
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,3.7876,0.0000,0.7022,0.2786,0.0000,0.0000,0.0192
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,11.4583,0.0000,0.6183,0.3285,0.0000,0.0000,0.0532
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,17.3338,0.0000,0.5719,0.3461,0.0000,0.0000,0.0820
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,1.1767,0.0000,0.7622,0.2307,0.0000,0.0000,0.0072
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,16.4888,0.0000,0.5782,0.3441,0.0000,0.0000,0.0776
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,10.6355,0.0000,0.6254,0.3251,0.0000,0.0000,0.0495
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,13.0033,0.0000,0.6055,0.3341,0.0000,0.0000,0.0605
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,15.0962,0.0000,0.5889,0.3405,0.0000,0.0000,0.0706
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,2.5812,0.0000,0.7240,0.2622,0.0000,0.0000,0.0138
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,10.8220,0.0000,0.6238,0.3259,0.0000,0.0000,0.0503
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,12.8903,0.0000,0.6064,0.3337,0.0000,0.0000,0.0599
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,13.1518,0.0000,0.6043,0.3346,0.0000,0.0000,0.0612
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,16.5394,0.0000,0.5779,0.3442,0.0000,0.0000,0.0779
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,4.2040,0.0000,0.6958,0.2832,0.0000,0.0000,0.0210
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,2.1830,0.0000,0.7328,0.2552,0.0000,0.0000,0.0120
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,2.3294,0.0000,0.7294,0.2579,0.0000,0.0000,0.0127
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,18.9680,0.0000,0.5597,0.3496,0.0000,0.0000,0.0907
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,16.0629,0.0000,0.5815,0.3431,0.0000,0.0000,0.0755
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,15.9508,0.0000,0.5823,0.3428,0.0000,0.0000,0.0749
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,12.4877,0.0000,0.6097,0.3323,0.0000,0.0000,0.0580
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,13.9291,0.0000,0.5980,0.3371,0.0000,0.0000,0.0649
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,8.9020,0.0000,0.6413,0.3171,0.0000,0.0000,0.0416
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,14.5692,0.0000,0.5930,0.3390,0.0000,0.0000,0.0680
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,15.6663,0.0000,0.5845,0.3420,0.0000,0.0000,0.0735
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,4.2273,0.0000,0.6954,0.2834,0.0000,0.0000,0.0211
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,12.1908,0.0000,0.6121,0.3312,0.0000,0.0000,0.0566
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,18.9834,0.0000,0.5596,0.3496,0.0000,0.0000,0.0908
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,6.3719,0.0000,0.6677,0.3018,0.0000,0.0000,0.0305
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,7.1578,0.0000,0.6589,0.3071,0.0000,0.0000,0.0339
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,16.4578,0.0000,0.5785,0.3440,0.0000,0.0000,0.0775
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,7.2308,0.0000,0.6582,0.3076,0.0000,0.0000,0.0343
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,17.2644,0.0000,0.5724,0.3460,0.0000,0.0000,0.0816
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,14.6793,0.0000,0.5921,0.3393,0.0000,0.0000,0.0686
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,2.1806,0.0000,0.7329,0.2552,0.0000,0.0000,0.0120
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,3.0481,0.0000,0.7148,0.2692,0.0000,0.0000,0.0159
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,5.0117,0.0000,0.6844,0.2910,0.0000,0.0000,0.0246
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,17.7315,0.0000,0.5689,0.3470,0.0000,0.0000,0.0841
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,8.5921,0.0000,0.6443,0.3154,0.0000,0.0000,0.0403
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,10.5448,0.0000,0.6262,0.3247,0.0000,0.0000,0.0490
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,10.4889,0.0000,0.6267,0.3245,0.0000,0.0000,0.0488
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,4.8494,0.0000,0.6866,0.2895,0.0000,0.0000,0.0239
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,7.9534,0.0000,0.6506,0.3119,0.0000,0.0000,0.0374
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,2.5119,0.0000,0.7255,0.2610,0.0000,0.0000,0.0135
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,5.8519,0.0000,0.6738,0.2980,0.0000,0.0000,0.0282
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,6.3619,0.0000,0.6678,0.3018,0.0000,0.0000,0.0305
0.0000,0.3333,0.3333,0.0000,0.0000,0.3334,8.3810,0.0000,0.6464,0.3143,0.0000,0.0000,0.0393
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,1.4289,0.0000,0.8719,0.0000,0.0940,0.0341,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,8.4422,0.0000,0.7189,0.0000,0.1829,0.0981,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,18.3672,0.0000,0.5949,0.0000,0.2432,0.1619,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,5.9081,0.0000,0.7604,0.0000,0.1605,0.0791,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,19.6878,0.0000,0.5803,0.0000,0.2496,0.1701,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,8.9416,0.0000,0.7115,0.0000,0.1868,0.1017,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,6.4159,0.0000,0.7514,0.0000,0.1655,0.0831,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,1.8493,0.0000,0.8565,0.0000,0.1038,0.0397,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,6.6404,0.0000,0.7476,0.0000,0.1676,0.0848,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,3.4881,0.0000,0.8102,0.0000,0.1320,0.0578,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,5.8480,0.0000,0.7615,0.0000,0.1599,0.0786,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,5.6742,0.0000,0.7647,0.0000,0.1581,0.0772,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,9.8846,0.0000,0.6980,0.0000,0.1938,0.1082,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,6.5055,0.0000,0.7499,0.0000,0.1663,0.0838,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,13.8828,0.0000,0.6465,0.0000,0.2193,0.1341,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,13.8194,0.0000,0.6473,0.0000,0.2190,0.1337,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,6.9520,0.0000,0.7424,0.0000,0.1704,0.0872,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,14.6621,0.0000,0.6372,0.0000,0.2237,0.1390,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,5.7740,0.0000,0.7628,0.0000,0.1592,0.0780,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,10.0814,0.0000,0.6953,0.0000,0.1952,0.1095,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,1.6401,0.0000,0.8639,0.0000,0.0992,0.0370,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,13.3530,0.0000,0.6529,0.0000,0.2162,0.1308,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,10.7131,0.0000,0.6867,0.0000,0.1995,0.1137,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,10.4868,0.0000,0.6898,0.0000,0.1980,0.1122,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,16.1315,0.0000,0.6201,0.0000,0.2317,0.1481,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,5.7487,0.0000,0.7633,0.0000,0.1589,0.0778,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,13.0864,0.0000,0.6562,0.0000,0.2146,0.1291,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,8.2088,0.0000,0.7224,0.0000,0.1811,0.0965,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,7.2308,0.0000,0.7378,0.0000,0.1729,0.0893,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,12.4152,0.0000,0.6646,0.0000,0.2106,0.1248,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,8.9244,0.0000,0.7117,0.0000,0.1867,0.1015,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,17.3402,0.0000,0.6064,0.0000,0.2380,0.1556,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,14.8824,0.0000,0.6346,0.0000,0.2250,0.1404,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,7.0988,0.0000,0.7400,0.0000,0.1717,0.0883,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,14.6449,0.0000,0.6374,0.0000,0.2237,0.1389,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,18.1514,0.0000,0.5973,0.0000,0.2421,0.1606,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,4.5849,0.0000,0.7859,0.0000,0.1462,0.0680,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,11.1909,0.0000,0.6804,0.0000,0.2027,0.1169,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,1.2080,0.0000,0.8810,0.0000,0.0881,0.0308,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,10.8211,0.0000,0.6853,0.0000,0.2003,0.1144,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,15.8895,0.0000,0.6229,0.0000,0.2305,0.1466,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,6.4528,0.0000,0.7508,0.0000,0.1658,0.0834,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,15.9591,0.0000,0.6221,0.0000,0.2308,0.1471,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,17.7357,0.0000,0.6019,0.0000,0.2400,0.1580,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,8.5543,0.0000,0.7172,0.0000,0.1838,0.0989,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,12.0390,0.0000,0.6694,0.0000,0.2082,0.1224,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,19.6336,0.0000,0.5809,0.0000,0.2493,0.1697,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,8.4913,0.0000,0.7182,0.0000,0.1833,0.0985,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,10.6443,0.0000,0.6876,0.0000,0.1991,0.1133,0.0000
0.0000,0.3333,0.0000,0.3333,0.3333,0.0001,19.5306,0.0000,0.5820,0.0000,0.2488,0.1691,0.0000
0.0000,0.3333,0.0000,0.3333,0.0000,0.3334,18.0186,0.0000,0.6265,0.0000,0.2603,0.0000,0.1133
0.0000,0.3333,0.0000,0.3333,0.0000,0.3334,16.4084,0.0000,0.6448,0.0000,0.2519,0.0000,0.1033
0.0000,0.3333,0.0000,0.3333,0.0000,0.3334,16.8492,0.0000,0.6398,0.0000,0.2542,0.0000,0.1060
0.0000,0.3333,0.0000,0.3333,0.0000,0.3334,3.6550,0.0000,0.8265,0.0000,0.1457,0.0000,0.0278
0.0000,0.3333,0.0000,0.3333,0.0000,0.3334,6.4570,0.0000,0.7752,0.0000,0.1800,0.0000,0.0448
0.0000,0.3333,0.0000,0.3333,0.0000,0.3334,6.7153,0.0000,0.7711,0.0000,0.1826,0.0000,0.0464
0.0000,0.3333,0.0000,0.3333,0.0000,0.3334,18.7723,0.0000,0.6179,0.0000,0.2641,0.0000,0.1180
0.0000,0.3333,0.0000,0.3333,0.0000,0.3334,12.6388,0.0000,0.6896,0.0000,0.2296,0.0000,0.0808
0.0000,0.3333,0.0000,0.3333,0.0000,0.3334,7.1933,0.0000,0.7636,0.0000,0.1873,0.0000,0.0492
0.0000,0.3333,0.0000,0.3333,0.0000,0.3334,3.6221,0.0000,0.8272,0.0000,0.1452,0.0000,0.0276
