C3,C4,C5,C6,C7,C8,Pressure,Vapor_Fraction,Temperature
0.5,0,0,0.5,0,0,16.1096,0.1664,373.0942403
0.5,0,0,0.5,0,0,9.2327,0.5445,374.0931884
0.5,0,0,0.5,0,0,6.4485,0.8048,376.223137
0.5,0,0,0.5,0,0,12.293,0.1582,356.051683
0.5,0,0,0.5,0,0,11.5607,0.0868,347.9146987
0.5,0,0,0.5,0,0,14.2908,0.2947,375.3408807
0.5,0,0,0.5,0,0,1.0456,0.6525,307.3181546
0.5,0,0,0.5,0,0,6.0163,0.6816,366.3770066
0.5,0,0,0.5,0,0,9.7723,0.1983,346.0765263
0.5,0,0,0.5,0,0,18.5348,0.3032,391.9478776
0.5,0,0,0.5,0,0,4.1945,0.9494,365.7905486
0.5,0,0,0.5,0,0,15.2867,0.314,380.899236
0.5,0,0,0.5,0,0,13.5666,0.7235,404.107364
0.5,0,0,0.5,0,0,16.9404,0.8208,419.4533474
0.5,0,0,0.5,0,0,15.9349,0.5407,400.6704062
0.5,0,0,0.5,0,0,1.7049,0.9192,334.5838994
0.5,0,0,0.5,0,0,11.5036,0.1652,352.7178878
0.5,0,0,0.5,0,0,6.6362,0.3905,344.0956385
0.5,0,0,0.5,0,0,5.964,0.2321,323.9091921
0.5,0,0,0.5,0,0,11.9384,0.5741,388.5023599
0.5,0,0,0.5,0,0,10.6964,0.508,377.976951
0.5,0,0,0.5,0,0,11.3609,0.712,395.2513355
0.5,0,0,0.5,0,0,8.8971,0.2763,347.4547302
0.5,0,0,0.5,0,0,6.325,0.6541,366.4668284
0.5,0,0,0.5,0,0,12.3939,0.8623,406.7049589
0.5,0,0,0.5,0,0,6.0114,0.1721,319.7774012
0.5,0,0,0.5,0,0,7.1217,0.6297,369.5333733
0.5,0,0,0.5,0,0,14.1725,0.4804,390.0215825
0.5,0,0,0.5,0,0,11.1332,0.857,401.6637112
0.5,0,0,0.5,0,0,9.2939,0.9953,399.1019488
0.5,0,0,0.5,0,0,13.1284,0.3404,374.2260807
0.5,0,0,0.5,0,0,5.6673,0.5239,351.0589022
0.5,0,0,0.5,0,0,6.47,0.0811,317.6681279
0.5,0,0,0.5,0,0,7.2975,0.1096,325.0322828
0.5,0,0,0.5,0,0,3.9846,0.95,363.9329106
0.5,0,0,0.5,0,0,18.9715,0.3674,398.112584
0.5,0,0,0.5,0,0,10.0525,0.2132,348.7494303
0.5,0,0,0.5,0,0,12.309,0.2152,360.2804413
0.5,0,0,0.5,0,0,12.1423,0.4835,382.2347449
0.5,0,0,0.5,0,0,12.4712,0.6073,392.964985
0.5,0,0,0.5,0,0,15.4767,0.515,397.3030685
0.5,0,0,0.5,0,0,3.5291,0.1371,294.7262057
0.5,0,0,0.5,0,0,15.3145,0.0172,360.778483
0.5,0,0,0.5,0,0,13.2112,0.7474,404.1486849
0.5,0,0,0,0.5,0,15.8494,0.4561,413.8485306
0.5,0,0,0,0.5,0,10.4611,0.9344,433.0354167
0.5,0,0,0,0.5,0,7.7265,0.7029,405.5034646
0.5,0,0,0,0.5,0,2.3136,0.6163,351.8358705
0.5,0,0,0,0.5,0,14.0535,0.5461,417.8726856
0.5,0,0,0,0.5,0,19.3344,0.9789,463.5139805
0.5,0,0,0,0.5,0,9.233,0.8534,423.3955776
0.5,0,0,0,0.5,0,7.7566,0.1115,329.5029986
0.5,0,0,0,0.5,0,10.4937,0.7786,424.5112678
0.5,0,0,0,0.5,0,2.1985,0.3962,307.0533317
0.5,0,0,0,0.5,0,7.9046,0.4441,374.1222869
0.5,0,0,0,0.5,0,4.622,0.5842,372.3172309
0.5,0,0,0,0.5,0,16.043,0.7948,445.2860028
0.5,0,0,0,0.5,0,19.6375,0.0352,381.9079378
0.5,0,0,0,0.5,0,4.5108,0.0931,302.5419125
0.5,0,0,0,0.5,0,8.6185,0.2937,354.4248613
0.5,0,0,0,0.5,0,4.7531,0.2181,314.3347268
0.5,0,0,0,0.5,0,17.6622,0.8057,450.5763266
0.5,0,0,0,0.5,0,13.9209,0.4336,403.2709297
0.5,0,0,0,0.5,0,18.3375,0.4366,420.3557611
0.5,0,0,0,0.5,0,3.3351,0.534,352.5078454
0.5,0,0,0,0.5,0,7.9256,0.4296,371.8004187
0.5,0,0,0,0.5,0,13.4935,0.6952,430.0335395
0.5,0,0,0,0.5,0,18.5271,0.6857,444.9730609
0.5,0,0,0,0.5,0,5.4047,0.0161,306.4521427
0.5,0,0,0,0.5,0,2.2874,0.6201,351.9203479
0.5,0,0,0,0.5,0,18.7588,0.587,437.4872569
0.5,0,0,0,0.5,0,17.4453,0.5384,428.7626959
0.5,0,0,0,0.5,0,10.668,0.4969,397.4372584
0.5,0,0,0,0.5,0,8.5513,0.2586,349.272715
0.5,0,0,0,0.5,0,9.2248,0.369,369.8394866
0.5,0,0,0,0.5,0,19.6282,0.3336,412.4485572
0.5,0,0,0,0.5,0,11.4854,0.3407,378.2812624
0.5,0,0,0,0.5,0,4.367,0.7574,386.9169279
0.5,0,0,0,0.5,0,15.1087,0.5906,426.3281327
0.5,0,0,0,0.5,0,7.8675,0.4874,380.9477756
0.5,0,0,0,0.5,0,7.2147,0.8276,411.3574424
0.5,0,0,0,0.5,0,15.779,0.8641,448.4643274
0.5,0,0,0,0.5,0,4.6333,0.3148,325.005048
0.5,0,0,0,0.5,0,3.9339,0.0595,295.0265741
0.5,0,0,0,0.5,0,17.5352,0.966,458.3559475
0.5,0,0,0,0.5,0,4.7314,0.1472,308.1409124
0.5,0,0,0,0.5,0,8.7773,0.6373,405.0203666
0.5,0,0,0,0.5,0,8.4965,0.4501,378.7718131
0.5,0,0,0,0.5,0,1.2245,0.6905,340.000336
0.5,0,0,0,0.5,0,7.6867,0.1494,331.9962495
0.5,0,0,0,0.5,0,5.4385,0.1084,311.8242494
0.5,0,0,0,0.5,0,16.5623,0.3635,404.6318501
0.5,0,0,0,0.5,0,5.2805,0.3064,330.1400259
0.5,0,0,0,0.5,0,16.4516,0.2685,391.9420433
0.5,0,0,0,0,0.5,15.5936,0.2652,396.7049834
0.5,0,0,0,0,0.5,8.3178,0.0387,330.0165339
0.5,0,0,0,0,0.5,19.5423,0.6421,470.847527
0.5,0,0,0,0,0.5,3.6907,0.0046,291.1046268
0.5,0,0,0,0,0.5,17.0384,0.399,428.2987652
0.5,0,0,0,0,0.5,11.9377,0.48,421.3423708
0.5,0,0,0,0,0.5,2.0007,0.2586,284.3744238
0.5,0,0,0,0,0.5,9.2419,0.0852,339.1428535
0.5,0,0,0,0,0.5,17.5943,0.1588,390.1363936
0.5,0,0,0,0,0.5,1.3871,0.8995,381.7712051
0.5,0,0,0,0,0.5,3.3393,0.1386,294.2300972
0.5,0,0,0,0,0.5,17.7176,0.1104,384.8827017
0.5,0,0,0,0,0.5,19.2203,0.8097,483.6573064
0.5,0,0,0,0,0.5,4.9108,0.6445,407.1206124
0.5,0,0,0,0,0.5,6.5928,0.1904,330.2879958
0.5,0,0,0,0,0.5,15.7228,0.8594,477.1533348
0.5,0,0,0,0,0.5,14.6074,0.7813,468.3250796
0.5,0,0,0,0,0.5,11.1635,0.0267,345.816144
0.5,0,0,0,0,0.5,15.0347,0.3774,415.4173092
0.5,0,0,0,0,0.5,17.9215,0.5828,459.6709438
0.5,0,0,0,0,0.5,16.877,0.008,371.5801604
0.5,0,0,0,0,0.5,1.2108,0.0406,254.8442149
0.5,0,0,0,0,0.5,17.7677,0.6315,464.6954069
0.5,0,0,0,0,0.5,5.9205,0.1179,318.2136066
0.5,0,0,0,0,0.5,4.0858,0.2996,320.5762465
0.5,0,0,0,0,0.5,15.4206,0.8542,475.9032696
0.5,0,0,0,0,0.5,5.3335,0.4804,380.1560189
0.5,0,0,0,0,0.5,7.2389,0.8151,438.8003777
0.5,0,0,0,0,0.5,14.2371,0.5701,445.5735331
0.5,0,0,0,0,0.5,16.417,0.4949,442.4843896
0.5,0,0,0,0,0.5,8.5079,0.1251,337.8209237
0.5,0,0,0,0,0.5,2.4761,0.0737,279.1824522
0.5,0,0,0,0,0.5,3.4572,0.4238,342.9209564
0.5,0,0,0,0,0.5,17.8747,0.2004,397.1253661
0.5,0,0,0,0,0.5,16.5387,0.7187,469.3558438
0.5,0,0,0,0,0.5,5.0691,0.895,428.7056144
0.5,0,0,0,0,0.5,18.7524,0.8311,483.8567456
0.5,0,0,0,0,0.5,6.8263,0.0974,323.7728208
0.5,0,0,0,0,0.5,18.5918,0.9866,491.9534228
0.5,0,0,0,0,0.5,9.9821,0.67,440.4072041
0.5,0,0,0,0,0.5,2.4044,0.316,299.2712436
0.5,0,0,0,0,0.5,6.1247,0.0095,313.0641749
0.5,0,0,0,0,0.5,13.4279,0.0818,361.9271346
0.5,0,0,0,0,0.5,10.5051,0.1542,353.2363861
0.5,0,0,0,0,0.5,15.3841,0.8968,478.3288588
0.5,0,0,0,0,0.5,4.0616,0.1243,301.4304007
0.5,0,0,0,0,0.5,19.7841,0.0622,388.5909996
0.5,0,0,0,0,0.5,19.4277,0.1294,394.4873696
0.5,0,0,0,0,0.5,4.5371,0.4802,372.7371481
0.5,0,0,0,0,0.5,14.2053,0.0711,364.771656
0,0.5,0.5,0,0,0,11.0773,0.2012,376.5583964
0,0.5,0.5,0,0,0,6.1515,0.0696,348.0611602
0,0.5,0.5,0,0,0,11.9607,0.358,381.6823689
0,0.5,0.5,0,0,0,19.5879,0.511,409.3220311
0,0.5,0.5,0,0,0,12.8128,0.4532,385.9514504
0,0.5,0.5,0,0,0,4.413,0.3769,337.2575375
0,0.5,0.5,0,0,0,7.8826,0.2554,360.723233
0,0.5,0.5,0,0,0,3.4455,0.8155,332.5879165
0,0.5,0.5,0,0,0,7.8709,0.247,360.5808525
0,0.5,0.5,0,0,0,18.9729,0.0913,404.8458156
0,0.5,0.5,0,0,0,17.7885,0.1108,401.2493609
0,0.5,0.5,0,0,0,12.2499,0.9444,387.5840612
0,0.5,0.5,0,0,0,11.3635,0.7403,382.2747964
0,0.5,0.5,0,0,0,3.8811,0.5778,334.4458815
0,0.5,0.5,0,0,0,17.2839,0.3098,400.9343433
0,0.5,0.5,0,0,0,5.9319,0.3774,349.34353
0,0.5,0.5,0,0,0,15.4971,0.4241,395.737906
0,0.5,0.5,0,0,0,1.2663,0.3653,294.5381151
0,0.5,0.5,0,0,0,11.4662,0.3725,379.6730171
0,0.5,0.5,0,0,0,16.2242,0.2034,396.6847108
0,0.5,0.5,0,0,0,13.9062,0.4181,389.9275319
0,0.5,0.5,0,0,0,2.9434,0.9422,328.2712277
0,0.5,0.5,0,0,0,10.7287,0.8239,380.1821011
0,0.5,0.5,0,0,0,6.6593,0.396,354.4919983
0,0.5,0.5,0,0,0,16.9194,0.0236,397.8375283
0,0.5,0.5,0,0,0,3.0535,0.2749,322.2860038
0,0.5,0.5,0,0,0,9.3361,0.6891,372.4529589
0,0.5,0.5,0,0,0,3.8585,0.2733,330.9788912
0,0.5,0.5,0,0,0,3.7019,0.1142,327.8439277
0,0.5,0.5,0,0,0,9.6124,0.1648,369.2831135
0,0.5,0.5,0,0,0,14.1719,0.8279,394.0274046
0,0.5,0.5,0,0,0,14.4059,0.5418,392.7220175
0,0.5,0.5,0,0,0,15.0092,0.7694,396.5694058
0,0.5,0.5,0,0,0,9.3177,0.6425,371.9482321
0,0.5,0.5,0,0,0,4.8146,0.0761,337.8405355
0,0.5,0.5,0,0,0,6.8159,0.3575,355.1419302
0,0.5,0.5,0,0,0,6.454,0.5017,354.1625045
0,0.5,0.5,0,0,0,8.868,0.6659,369.860049
0,0.5,0.5,0,0,0,2.9063,0.5694,323.7876981
0,0.5,0.5,0,0,0,2.3248,0.1066,311.0073384
0,0.5,0.5,0,0,0,10.0532,0.4449,373.8196483
0,0.5,0.5,0,0,0,7.3091,0.8406,362.7811856
0,0.5,0.5,0,0,0,9.7848,0.8003,375.6157357
0,0.5,0.5,0,0,0,13.9348,0.392,389.8367508
0,0.5,0.5,0,0,0,19.1831,0.7992,409.9790319
0,0.5,0.5,0,0,0,3.3816,0.5288,328.778385
0,0.5,0.5,0,0,0,19.9568,0.3753,409.5434836
0,0.5,0.5,0,0,0,8.2614,0.6899,366.8406044
0,0.5,0.5,0,0,0,10.5536,0.0002,372.5800463
0,0.5,0.5,0,0,0,4.8821,0.9074,346.6890797
0,0.5,0,0.5,0,0,14.0803,0.0784,405.5145535
0,0.5,0,0.5,0,0,5.6367,0.3633,366.5363338
0,0.5,0,0.5,0,0,13.534,0.8872,422.4299066
0,0.5,0,0.5,0,0,15.9237,0.3241,418.7211578
0,0.5,0,0.5,0,0,7.1037,0.01,366.8597306
0,0.5,0,0.5,0,0,19.6801,0.1864,428.6807331
0,0.5,0,0.5,0,0,13.4938,0.287,408.2347178
0,0.5,0,0.5,0,0,11.7747,0.1351,396.6209731
0,0.5,0,0.5,0,0,15.5557,0.5344,422.3114762
0,0.5,0,0.5,0,0,19.0017,0.3803,430.5840705
0,0.5,0,0.5,0,0,4.539,0.0255,346.5727103
0,0.5,0,0.5,0,0,3.1942,0.9808,361.3036237
0,0.5,0,0.5,0,0,7.7417,0.8183,393.9945069
0,0.5,0,0.5,0,0,5.2073,0.4886,367.2323075
0,0.5,0,0.5,0,0,1.3798,0.1012,303.8611716
0,0.5,0,0.5,0,0,11.2666,0.0097,391.0119798
0,0.5,0,0.5,0,0,17.6025,0.3699,425.7319801
0,0.5,0,0.5,0,0,7.6835,0.0357,371.4078158
0,0.5,0,0.5,0,0,11.5475,0.0723,393.9318826
0,0.5,0,0.5,0,0,17.7796,0.3126,425.0557129
0,0.5,0,0.5,0,0,14.4507,0.7282,422.6020461
0,0.5,0,0.5,0,0,13.6468,0.4496,413.0057081
0,0.5,0,0.5,0,0,17.8923,0.7467,434.5653142
0,0.5,0,0.5,0,0,13.139,0.8518,420.2177789
0,0.5,0,0.5,0,0,12.6116,0.5443,411.1197811
0,0.5,0,0.5,0,0,1.1314,0.8976,325.3261352
0,0.5,0,0.5,0,0,8.4439,0.8937,399.6334239
0,0.5,0,0.5,0,0,16.798,0.1325,417.4868539
0,0.5,0,0.5,0,0,8.3024,0.6268,392.3872113
0,0.5,0,0.5,0,0,9.5961,0.3799,392.450751
0,0.5,0,0.5,0,0,11.9317,0.3592,403.3160388
0,0.5,0,0.5,0,0,15.5789,0.8424,428.8948568
0,0.5,0,0.5,0,0,16.5762,0.1048,416.0341611
0,0.5,0,0.5,0,0,18.6697,0.9832,441.0328507
0,0.5,0,0.5,0,0,4.3339,0.0034,344.0049083
0,0.5,0,0.5,0,0,7.0373,0.5271,381.827864
0,0.5,0,0.5,0,0,19.0862,0.3669,430.5710513
0,0.5,0,0.5,0,0,8.1239,0.6105,390.9168506
0,0.5,0,0.5,0,0,3.4592,0.3267,344.6590456
0,0.5,0,0.5,0,0,10.1097,0.4595,397.3779795
0,0.5,0,0.5,0,0,2.6445,0.8194,350.8811054
0,0.5,0,0.5,0,0,7.6784,0.2859,378.5147879
0,0.5,0,0.5,0,0,4.8139,0.8519,374.3854483
0,0.5,0,0.5,0,0,3.1957,0.5113,348.2772163
0,0.5,0,0.5,0,0,9.3892,0.7117,400.4417805
0,0.5,0,0.5,0,0,15.4592,0.8081,427.820728
0,0.5,0,0.5,0,0,3.7108,0.0826,339.5902584
0,0.5,0,0.5,0,0,1.8219,0.6159,332.1065724
0,0.5,0,0.5,0,0,9.7064,0.3454,392.0381158
0,0.5,0,0.5,0,0,3.0554,0.5031,346.2833103
0,0.5,0,0,0.5,0,18.4237,0.9809,468.3452683
0,0.5,0,0,0.5,0,6.721,0.5275,398.8669451
0,0.5,0,0,0.5,0,9.6925,0.8724,432.6975462
0,0.5,0,0,0.5,0,8.1541,0.9818,428.1902545
0,0.5,0,0,0.5,0,6.0723,0.3131,379.5763392
0,0.5,0,0,0.5,0,5.1386,0.6883,396.2645608
0,0.5,0,0,0.5,0,12.7329,0.5185,430.962627
0,0.5,0,0,0.5,0,10.7678,0.3779,413.8659705
0,0.5,0,0,0.5,0,13.4291,0.8972,449.5806148
0,0.5,0,0,0.5,0,1.9187,0.6368,355.9415151
0,0.5,0,0,0.5,0,15.9562,0.1464,425.8776524
0,0.5,0,0,0.5,0,3.2179,0.9352,387.8409217
0,0.5,0,0,0.5,0,14.8629,0.7583,449.9500638
0,0.5,0,0,0.5,0,13.8219,0.3961,429.2837199
0,0.5,0,0,0.5,0,15.4888,0.5842,445.0567445
0,0.5,0,0,0.5,0,2.9162,0.1285,335.0795691
0,0.5,0,0,0.5,0,13.0568,0.8153,445.3342948
0,0.5,0,0,0.5,0,3.7807,0.0624,343.1872537
0,0.5,0,0,0.5,0,14.7983,0.3959,433.3644941
0,0.5,0,0,0.5,0,7.1651,0.2022,381.1652675
0,0.5,0,0,0.5,0,1.0835,0.2126,302.9185841
0,0.5,0,0,0.5,0,17.3926,0.9541,464.6055679
0,0.5,0,0,0.5,0,4.3057,0.7392,391.5043654
0,0.5,0,0,0.5,0,19.2578,0.898,468.3527804
0,0.5,0,0,0.5,0,1.6295,0.5802,346.5658446
0,0.5,0,0,0.5,0,8.5371,0.9125,428.1067988
0,0.5,0,0,0.5,0,8.3996,0.3049,395.799655
0,0.5,0,0,0.5,0,2.0754,0.1498,322.6132254
0,0.5,0,0,0.5,0,14.5477,0.4386,434.5063528
0,0.5,0,0,0.5,0,2.5571,0.0497,326.3491079
0,0.5,0,0,0.5,0,9.8854,0.1816,397.7921953
0,0.5,0,0,0.5,0,17.6357,0.9637,465.598035
0,0.5,0,0,0.5,0,13.1435,0.306,421.460143
0,0.5,0,0,0.5,0,9.2728,0.4119,407.733403
0,0.5,0,0,0.5,0,19.3513,0.1546,439.6415197
0,0.5,0,0,0.5,0,3.399,0.8458,386.8114698
0,0.5,0,0,0.5,0,5.6659,0.1387,365.6959757
0,0.5,0,0,0.5,0,1.0122,0.5695,330.7850068
0,0.5,0,0,0.5,0,18.7772,0.5477,454.7193866
0,0.5,0,0,0.5,0,15.1996,0.5544,442.6439632
0,0.5,0,0,0.5,0,10.8112,0.9545,440.6672291
0,0.5,0,0,0.5,0,6.5861,0.8756,415.0861423
0,0.5,0,0,0.5,0,14.8387,0.9583,456.5426335
0,0.5,0,0,0.5,0,13.8711,0.0382,411.7392309
0,0.5,0,0,0.5,0,19.3812,0.2117,442.2179005
0,0.5,0,0,0.5,0,16.7912,0.2604,434.6565197
0,0.5,0,0,0.5,0,18.6095,0.2725,442.1068783
0,0.5,0,0,0.5,0,10.6171,0.5791,424.3815749
0,0.5,0,0,0.5,0,4.0771,0.9865,398.5991761
0,0.5,0,0,0.5,0,6.8407,0.0242,369.9633005
0,0.5,0,0,0,0.5,17.0096,0.0076,431.4941694
0,0.5,0,0,0,0.5,7.4565,0.0751,381.3166258
0,0.5,0,0,0,0.5,4.3699,0.0571,352.3780374
0,0.5,0,0,0,0.5,10.6634,0.4316,433.7958054
0,0.5,0,0,0,0.5,19.0007,0.6378,482.6935176
0,0.5,0,0,0,0.5,3.749,0.973,421.9926028
0,0.5,0,0,0,0.5,5.5339,0.6689,422.1687909
0,0.5,0,0,0,0.5,8.0713,0.8249,448.8239698
0,0.5,0,0,0,0.5,12.8087,0.9776,477.787811
0,0.5,0,0,0,0.5,1.2415,0.3194,320.1181858
0,0.5,0,0,0,0.5,8.5895,0.0319,386.9270446
0,0.5,0,0,0,0.5,13.6179,0.8406,475.158981
0,0.5,0,0,0,0.5,1.0796,0.0746,297.9056115
0,0.5,0,0,0,0.5,2.7143,0.8143,402.7057079
0,0.5,0,0,0,0.5,10.0894,0.3079,418.5389369
0,0.5,0,0,0,0.5,5.0098,0.3389,382.8577586
0,0.5,0,0,0,0.5,4.163,0.6278,406.7522949
0,0.5,0,0,0,0.5,5.9899,0.6081,420.8048508
0,0.5,0,0,0,0.5,7.2027,0.6813,434.9453668
0,0.5,0,0,0,0.5,13.4259,0.6282,462.5389727
0,0.5,0,0,0,0.5,14.3917,0.6505,467.7653151
0,0.5,0,0,0,0.5,5.0736,0.1487,365.5090083
0,0.5,0,0,0,0.5,12.5243,0.1856,421.6917791
0,0.5,0,0,0,0.5,11.1347,0.5131,443.5755313
0,0.5,0,0,0,0.5,19.6782,0.8151,493.2952271
0,0.5,0,0,0,0.5,4.6414,0.4239,389.3961893
0,0.5,0,0,0,0.5,4.7416,0.5929,409.1122245
0,0.5,0,0,0,0.5,2.1739,0.9237,399.3827287
0,0.5,0,0,0,0.5,18.815,0.0355,441.1271538
0,0.5,0,0,0,0.5,1.4989,0.4792,350.7068545
0,0.5,0,0,0,0.5,8.2532,0.2747,403.2722112
0,0.5,0,0,0,0.5,19.0055,0.2112,453.7871145
0,0.5,0,0,0,0.5,14.5291,0.9531,483.1859137
0,0.5,0,0,0,0.5,19.7127,0.1474,452.179089
0,0.5,0,0,0,0.5,18.1184,0.6464,480.4259828
0,0.5,0,0,0,0.5,4.7401,0.0175,354.2726203
0,0.5,0,0,0,0.5,3.3954,0.8356,412.3224703
0,0.5,0,0,0,0.5,11.6988,0.6911,459.3233823
0,0.5,0,0,0,0.5,5.2565,0.386,390.8446447
0,0.5,0,0,0,0.5,13.0561,0.7316,467.4085437
0,0.5,0,0,0,0.5,4.6406,0.3812,384.1063124
0,0.5,0,0,0,0.5,17.5425,0.4833,468.1567786
0,0.5,0,0,0,0.5,3.3417,0.3954,370.561897
0,0.5,0,0,0,0.5,12.9103,0.7644,468.6308501
0,0.5,0,0,0,0.5,3.7892,0.8848,418.9462076
0,0.5,0,0,0,0.5,3.9641,0.0653,348.2183644
0,0.5,0,0,0,0.5,19.6101,0.3901,469.0049076
0,0.5,0,0,0,0.5,4.0181,0.6338,405.8106276
0,0.5,0,0,0,0.5,13.374,0.3854,443.2614024
0,0.5,0,0,0,0.5,6.1244,0.4246,403.0726171
0,0,0.5,0.5,0,0,16.1395,0.3317,444.4821586
0,0,0.5,0.5,0,0,2.9596,0.6691,364.4567235
0,0,0.5,0.5,0,0,4.4993,0.0204,377.1684617
0,0,0.5,0.5,0,0,16.9064,0.2158,446.7625422
0,0,0.5,0.5,0,0,10.7279,0.2879,421.0714235
0,0,0.5,0.5,0,0,13.1277,0.0001,430.7930015
0,0,0.5,0.5,0,0,14.6426,0.0754,437.5126066
0,0,0.5,0.5,0,0,17.0262,0.9197,450.2240272
0,0,0.5,0.5,0,0,7.0325,0.8017,402.6499822
0,0,0.5,0.5,0,0,1.0644,0.9373,330.978521
0,0,0.5,0.5,0,0,10.5948,0.703,422.6817219
0,0,0.5,0.5,0,0,10.4977,0.4387,420.7431145
0,0,0.5,0.5,0,0,14.0823,0.7012,438.2716557
0,0,0.5,0.5,0,0,2.3045,0.1856,351.3263004
0,0,0.5,0.5,0,0,19.5204,0.3194,456.0787683
0,0,0.5,0.5,0,0,1.3809,0.6901,337.4029367
0,0,0.5,0.5,0,0,17.2873,0.1212,447.7118787
0,0,0.5,0.5,0,0,14.2385,0.0753,435.8691851
0,0,0.5,0.5,0,0,16.2316,0.0856,443.7123423
0,0,0.5,0.5,0,0,12.7581,0.4703,431.5624216
0,0,0.5,0.5,0,0,7.2986,0.6148,403.3053271
0,0,0.5,0.5,0,0,18.8542,0.4438,454.4114119
0,0,0.5,0.5,0,0,11.2371,0.7004,425.8051698
0,0,0.5,0.5,0,0,1.5316,0.6055,340.1706986
0,0,0.5,0.5,0,0,10.7091,0.5584,422.4661851
0,0,0.5,0.5,0,0,19.4065,0.9571,458.1824532
0,0,0.5,0.5,0,0,19.9246,0.884,459.5127758
0,0,0.5,0.5,0,0,13.2198,0.4178,433.2950266
0,0,0.5,0.5,0,0,12.7657,0.2351,430.3889166
0,0,0.5,0.5,0,0,5.993,0.4808,393.1256376
0,0,0.5,0.5,0,0,15.6043,0.1829,441.7878333
0,0,0.5,0.5,0,0,6.9534,0.6603,401.2544286
0,0,0.5,0.5,0,0,5.5126,0.2026,387.4528002
0,0,0.5,0.5,0,0,12.3927,0.0663,427.8478196
0,0,0.5,0.5,0,0,8.6871,0.8994,413.5367374
0,0,0.5,0.5,0,0,3.2594,0.6339,368.0035386
0,0,0.5,0.5,0,0,1.9256,0.9032,350.2326108
0,0,0.5,0.5,0,0,19.4791,0.5823,456.9761864
0,0,0.5,0.5,0,0,2.0729,0.0719,346.5943901
0,0,0.5,0.5,0,0,16.7082,0.5047,447.3249646
0,0,0.5,0.5,0,0,6.9172,0.1547,397.8399922
0,0,0.5,0.5,0,0,17.1805,0.2854,448.0450888
0,0,0.5,0.5,0,0,18.7529,0.7875,455.4555299
0,0,0.5,0.5,0,0,5.2203,0.9362,389.7726344
0,0,0.5,0.5,0,0,7.9275,0.0494,403.937769
0,0,0.5,0.5,0,0,10.7571,0.1358,420.3839118
0,0,0.5,0.5,0,0,4.833,0.5753,384.0587885
0,0,0.5,0.5,0,0,6.9635,0.9799,403.2166782
0,0,0.5,0.5,0,0,8.1304,0.0004,404.9280857
0,0,0.5,0.5,0,0,18.472,0.3576,452.7946966
0,0,0.5,0,0.5,0,2.703,0.9348,386.1624439
0,0,0.5,0,0.5,0,17.9337,0.9565,477.2454463
0,0,0.5,0,0.5,0,10.8305,0.5703,442.4711839
0,0,0.5,0,0.5,0,13.3783,0.8317,458.7482265
0,0,0.5,0,0.5,0,12.9618,0.8186,456.7803573
0,0,0.5,0,0.5,0,15.4805,0.1219,455.6129582
0,0,0.5,0,0.5,0,15.8775,0.5903,464.8159524
0,0,0.5,0,0.5,0,3.4692,0.3792,382.7585088
0,0,0.5,0,0.5,0,1.4813,0.625,357.1786094
0,0,0.5,0,0.5,0,13.7427,0.4286,453.4630937
0,0,0.5,0,0.5,0,8.6182,0.3421,425.3988806
0,0,0.5,0,0.5,0,13.1092,0.0409,443.7736198
0,0,0.5,0,0.5,0,10.2075,0.7404,442.4789489
0,0,0.5,0,0.5,0,5.841,0.3114,404.8277426
0,0,0.5,0,0.5,0,17.5394,0.1506,464.2263349
0,0,0.5,0,0.5,0,1.4228,0.6527,356.5832265
0,0,0.5,0,0.5,0,9.3934,0.406,431.3922487
0,0,0.5,0,0.5,0,4.7454,0.5118,399.9677332
0,0,0.5,0,0.5,0,14.2307,0.5427,457.5143599
0,0,0.5,0,0.5,0,2.4887,0.3882,369.3721823
0,0,0.5,0,0.5,0,15.0959,0.9511,467.30103
0,0,0.5,0,0.5,0,8.8151,0.3204,426.1518577
0,0,0.5,0,0.5,0,3.4074,0.2143,377.7363159
0,0,0.5,0,0.5,0,3.9259,0.7524,397.4350617
0,0,0.5,0,0.5,0,6.6152,0.0551,405.4623551
0,0,0.5,0,0.5,0,4.3078,0.949,405.3321264
0,0,0.5,0,0.5,0,14.6328,0.0622,451.0368134
0,0,0.5,0,0.5,0,4.8493,0.5018,400.7026086
0,0,0.5,0,0.5,0,12.1739,0.1582,441.3203472
0,0,0.5,0,0.5,0,13.6499,0.6278,456.5358287
0,0,0.5,0,0.5,0,13.3153,0.5355,453.4973831
0,0,0.5,0,0.5,0,9.3762,0.3654,430.4459646
0,0,0.5,0,0.5,0,4.9981,0.1034,392.581141
0,0,0.5,0,0.5,0,6.9787,0.5962,420.1512028
0,0,0.5,0,0.5,0,13.8812,0.5123,455.5253625
0,0,0.5,0,0.5,0,9.2509,0.6863,436.2881906
0,0,0.5,0,0.5,0,2.4065,0.9776,382.5304673
0,0,0.5,0,0.5,0,15.3756,0.7235,464.9953546
0,0,0.5,0,0.5,0,9.9367,0.2713,431.7243074
0,0,0.5,0,0.5,0,1.7718,0.8472,368.8833059
0,0,0.5,0,0.5,0,14.4084,0.9873,465.1968719
0,0,0.5,0,0.5,0,19.7693,0.9468,482.8447867
0,0,0.5,0,0.5,0,4.9487,0.1217,392.5023276
0,0,0.5,0,0.5,0,18.1425,0.4856,471.4389316
0,0,0.5,0,0.5,0,16.1088,0.0981,457.8131689
