C3,C4,C5,C6,C7,C8,Pressure,LH
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,12.3939,28.1387
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,6.0114,30.9722
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,7.1217,30.4805
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,14.1725,27.3303
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,11.1332,28.7043
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,9.2939,29.5214
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,13.1284,27.8065
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,5.6673,31.1253
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,6.4700,30.7687
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,7.2975,30.4029
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,3.9846,31.8846
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,18.9715,25.0649
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,10.0525,29.1853
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,12.3090,28.1770
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,12.1423,28.2520
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,12.4712,28.1039
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,15.4767,26.7280
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,3.5291,32.0952
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,15.3145,26.8034
0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,13.2112,27.7689
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,15.8494,34.4674
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,10.4611,36.9640
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,7.7265,38.1024
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,2.3136,39.9920
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,14.0535,35.3356
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,19.3344,32.6771
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,9.2330,37.4867
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,7.7566,38.0904
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,10.4937,36.9499
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,2.1985,40.0228
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,7.9046,38.0312
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,4.6220,39.2663
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,16.0430,34.3716
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,19.6375,32.5145
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,4.5108,39.3047
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,8.6185,37.7414
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,4.7531,39.2206
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,17.6622,33.5539
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,13.9209,35.3983
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,18.3375,33.2038
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,3.3351,39.6923
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,7.9256,38.0228
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,13.4935,35.5989
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,18.5271,33.1046
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,5.4047,38.9885
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,2.2874,39.9991
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,18.7588,32.9827
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,17.4453,33.6652
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,10.6680,36.8742
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,8.5513,37.7690
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,9.2248,37.4902
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,19.6282,32.5195
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,11.4854,36.5145
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,4.3670,39.3540
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,15.1087,34.8298
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,7.8675,38.0461
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,7.2147,38.3048
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,15.7790,34.5021
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,4.6333,39.2624
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,3.9339,39.4995
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,17.5352,33.6191
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,4.7314,39.2282
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,8.7773,37.6760
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,8.4965,37.7914
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,1.2245,40.2439
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,7.6867,38.1183
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,5.4385,38.9762
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,16.5623,34.1126
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,5.2805,39.0334
0.5000,0.0000,0.0000,0.0000,0.5000,0.0000,16.4516,34.1681
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,15.5936,43.3849
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,8.3178,46.5893
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,19.5423,41.2348
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,3.6907,47.8902
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,17.0384,42.6300
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,11.9377,45.1273
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,2.0007,48.0264
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,9.2419,46.2444
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,17.5943,42.3298
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,1.3871,47.9570
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,3.3393,47.9438
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,17.7176,42.2625
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,19.2203,41.4204
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,4.9108,47.6381
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,6.5928,47.1706
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,15.7228,43.3189
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,14.6074,43.8790
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,11.1635,45.4638
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,15.0347,43.6670
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,17.9215,42.1505
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,16.8770,42.7162
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,1.2108,47.9147
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,17.7677,42.2350
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,5.9205,47.3711
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,4.0858,47.8187
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,15.4206,43.4728
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,5.3335,47.5318
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,7.2389,46.9633
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,14.2371,44.0600
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,16.4170,42.9592
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,8.5079,46.5201
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,2.4761,48.0246
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,3.4572,47.9270
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,17.8747,42.1763
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,16.5387,42.8952
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,5.0691,47.5993
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,18.7524,41.6869
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,6.8263,47.0972
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,18.5918,41.7775
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,9.9821,45.9534
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,2.4044,48.0272
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,6.1247,47.3119
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,13.4279,44.4469
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,10.5051,45.7403
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,15.3841,43.4913
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,4.0616,47.8234
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,19.7841,41.0942
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,19.4277,41.3011
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,4.5371,47.7247
0.5000,0.0000,0.0000,0.0000,0.0000,0.5000,14.2053,44.0754
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,11.0773,19.0379
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,6.1515,21.5901
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,11.9607,18.6078
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,19.5879,14.9231
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,12.8128,18.1963
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,4.4130,22.6283
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,7.8826,20.6495
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,3.4455,23.2756
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,7.8709,20.6557
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,18.9729,15.2266
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,17.7885,15.8052
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,12.2499,18.4678
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,11.3635,18.8981
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,3.8811,22.9759
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,17.2839,16.0497
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,5.9319,21.7149
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,15.4971,16.9093
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,1.2663,25.1820
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,11.4662,18.8480
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,16.2242,16.5604
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,13.9062,17.6713
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,2.9434,23.6428
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,10.7287,19.2089
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,6.6593,21.3068
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,16.9194,16.2258
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,3.0535,23.5600
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,9.3361,19.9021
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,3.8585,22.9911
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,3.7019,23.0974
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,9.6124,19.7631
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,14.1719,17.5440
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,14.4059,17.4320
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,15.0092,17.1431
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,9.3177,19.9114
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,4.8146,22.3768
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,6.8159,21.2208
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,6.4540,21.4205
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,8.8680,20.1396
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,2.9063,23.6710
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,2.3248,24.1383
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,10.0532,19.5430
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,7.3091,20.9538
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,9.7848,19.6768
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,13.9348,17.6576
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,19.1831,15.1231
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,3.3816,23.3210
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,19.9568,14.7397
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,8.2614,20.4518
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,10.5536,19.2952
0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,4.8821,22.3354
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,14.0803,21.8387
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,5.6367,26.8064
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,13.5340,22.1485
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,15.9237,20.7894
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,7.1037,25.8814
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,19.6801,18.6001
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,13.4938,22.1713
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,11.7747,23.1471
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,15.5557,20.9996
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,19.0017,19.0031
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,4.5390,27.5423
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,3.1942,28.5293
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,7.7417,25.4935
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,5.2073,27.0887
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,1.3798,30.1948
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,11.2666,23.4367
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,17.6025,19.8224
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,7.6835,25.5286
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,11.5475,23.2765
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,17.7796,19.7195
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,14.4507,21.6285
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,13.6468,22.0846
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,17.8923,19.6539
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,13.1390,22.3725
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,12.6116,22.6716
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,1.1314,30.4919
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,8.4439,25.0738
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,16.7980,20.2876
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,8.3024,25.1579
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,9.5961,24.3980
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,11.9317,23.0578
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,15.5789,20.9864
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,16.5762,20.4153
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,18.6697,19.1989
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,4.3339,27.6856
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,7.0373,25.9222
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,19.0862,18.9531
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,8.1239,25.2642
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,3.4592,28.3246
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,10.1097,24.1006
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,2.6445,28.9761
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,7.6784,25.5317
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,4.8139,27.3534
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,3.1957,28.5281
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,9.3892,24.5184
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,15.4592,21.0547
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,3.7108,28.1355
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,1.8219,29.7259
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,9.7064,24.3339
0.0000,0.5000,0.0000,0.5000,0.0000,0.0000,3.0554,28.6391
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,18.4237,24.8721
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,6.7210,32.6071
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,9.6925,30.6572
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,8.1541,31.6602
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,6.0723,33.0427
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,5.1386,33.6811
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,12.7329,28.6820
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,10.7678,29.9594
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,13.4291,28.2269
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,1.9187,36.1161
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,15.9562,26.5538
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,3.2179,35.0665
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,14.8629,27.2825
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,13.8219,27.9693
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,15.4888,26.8664
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,2.9162,35.2984
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,13.0568,28.4705
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,3.7807,34.6466
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,14.7983,27.3253
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,7.1651,32.3117
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,1.0835,36.9110
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,17.3926,25.5820
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,4.3057,34.2666
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,19.2578,24.2891
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,1.6295,36.3749
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,8.5371,31.4096
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,8.3996,31.4995
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,2.0754,35.9809
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,14.5477,27.4911
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,2.5571,35.5824
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,9.8854,30.5319
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,17.6357,25.4156
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,13.1435,28.4139
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,9.2728,30.9300
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,19.3513,24.2232
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,3.3990,34.9297
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,5.6659,33.3186
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,1.0122,36.9877
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,18.7772,24.6260
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,15.1996,27.0590
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,10.8112,29.9312
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,6.5861,32.6972
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,14.8387,27.2986
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,13.8711,27.9370
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,19.3812,24.2022
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,16.7912,25.9911
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,18.6095,24.7430
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,10.6171,30.0571
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,4.0771,34.4309
0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,6.8407,32.5273
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,17.0096,32.8299
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,7.4565,39.8296
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,4.3699,41.9422
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,10.6634,37.5780
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,19.0007,31.2282
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,3.7490,42.3640
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,5.5339,41.1496
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,8.0713,39.4034
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,12.8087,36.0238
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,1.2415,44.0765
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,8.5895,39.0424
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,13.6179,35.4254
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,1.0796,44.1888
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,2.7143,43.0674
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,10.0894,37.9867
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,5.0098,41.5068
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,4.1630,42.0828
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,5.9899,40.8379
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,7.2027,40.0048
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,13.4259,35.5681
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,14.3917,34.8462
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,5.0736,41.4634
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,12.5243,36.2325
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,11.1347,37.2403
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,19.6782,30.6676
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,4.6414,41.7576
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,4.7416,41.6894
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,2.1739,43.4359
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,18.8150,31.3804
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,1.4989,43.8988
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,8.2532,39.2769
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,19.0055,31.2243
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,14.5291,34.7426
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,19.7127,30.6389
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,18.1184,31.9460
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,4.7401,41.6904
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,3.3954,42.6042
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,11.6988,36.8334
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,5.2565,41.3388
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,13.0561,35.8416
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,4.6406,41.7581
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,17.5425,32.4075
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,3.3417,42.6407
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,12.9103,35.9491
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,3.7892,42.3367
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,3.9641,42.2179
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,19.6101,30.7244
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,4.0181,42.1812
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,13.3740,35.6065
0.0000,0.5000,0.0000,0.0000,0.0000,0.5000,6.1244,40.7459
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,16.1395,17.5330
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,2.9596,26.4228
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,4.4993,25.1055
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,16.9064,17.0520
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,10.7279,20.8777
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,13.1277,19.3944
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,14.6426,18.4617
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,17.0262,16.9764
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,7.0325,23.2653
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,1.0644,28.6617
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,10.5948,20.9607
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,10.4977,21.0214
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,14.0823,18.8071
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,2.3045,27.0760
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,19.5204,15.3691
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,1.3809,28.1869
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,17.2873,16.8113
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,14.2385,18.7109
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,16.2316,17.4754
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,12.7581,19.6218
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,7.2986,23.0852
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,18.8542,15.8058
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,11.2371,20.5609
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,1.5316,27.9829
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,10.7091,20.8894
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,19.4065,15.4442
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,19.9246,15.1009
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,13.2198,19.3378
0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,12.7657,19.6172
